0.014101307	0.33333333
0.027986787	0.57142857
0.041872266	0.47058824
0.055757745	0.50000000
0.069643224	0.80000000
0.083528703	0.35294118
0.097414183	0.27906977
0.11129966	0.45652174
0.12518514	0.45454545
0.13907062	1.1355932
0.15295610	0.51470588
0.16684158	0.58108108
0.18072706	0.66666667
0.19461254	0.72093023
0.20849802	0.52222222
0.22238350	0.73958333
0.23626897	0.74257426
0.25015445	0.71296296
0.26403993	0.66964286
0.27792541	0.65853659
0.29181089	0.78571429
0.30569637	0.91970803
0.31958185	0.81428571
0.33346733	0.97163121
0.34735281	0.89610390
0.36123829	1.0849673
0.37512377	0.98192771
0.38900925	0.98170732
0.40289473	1.1213873
0.41678020	1.2430939
0.43066568	1.5860215
0.44455116	1.4352332
0.45843664	1.4079602
0.47232212	1.5000000
0.48620760	1.4326923
0.50009308	1.3211009
0.51397856	1.6451613
0.52786404	1.6437768
0.54174952	2.1397380
0.55563500	1.7531381
0.56952048	1.9196787
0.58340596	1.9402390
0.59729143	1.7251908
0.61117691	1.8084291
0.62506239	1.9084249
0.63894787	2.0434783
0.65283335	1.8709677
0.66671883	2.0446735
0.68060431	1.8783784
0.69448979	1.9183673
0.70837527	1.9576547
0.72226075	2.1596091
0.73614623	2.2579618
0.75003171	1.8222892
0.76391719	1.9512195
0.77780266	2.1198830
0.79168814	1.7304348
0.80557362	1.8046647
0.81945910	2.1525886
0.83334458	1.8988764
0.84723006	1.9809264
0.86111554	2.1390374
0.87500102	2.0456989
0.88888650	2.2390746
0.90277198	2.1032746
0.91665746	2.0561224
0.93054294	1.8783455
0.94442842	1.8596059
0.95831389	1.9280576
0.97219937	2.0545024
0.98608485	2.0616114
0.99997033	2.0691244
1.0138558	2.2912844
1.0277413	1.9573991
1.0416268	2.1772429
1.0555122	2.0353201
1.0693977	2.2086022
1.0832832	1.9598309
1.0971687	1.8720682
1.1110542	2.1632231
1.1249396	2.0187110
1.1388251	2.0466531
1.1527106	2.1361789
1.1665961	2.1022044
1.1804816	1.9433594
1.1943670	2.0077071
1.2082525	1.9770115
1.2221380	1.9906716
1.2360235	1.9679245
1.2499090	2.0814815
1.2637944	1.9600000
1.2776799	2.2256881
1.2915654	2.0991150
1.3054509	2.1761566
1.3193364	1.9477352
1.3332218	2.0984456
1.3471073	1.8304498
1.3609928	1.9898649
1.3748783	1.9983108
1.3887638	2.1285476
1.4026492	2.0795455
1.4165347	1.9213115
1.4304202	2.0319489
1.4443057	2.0193548
1.4581911	1.8025478
1.4720766	1.9562500
1.4859621	2.0015385
1.4998476	1.8194444
1.5137331	1.9514416
1.5276185	1.8315630
1.5415040	1.9400300
1.5553895	1.9586411
1.5692750	1.9731744
1.5831605	2.1225071
1.5970459	1.9290990
1.6109314	1.9436620
1.6248169	1.8746398
1.6387024	2.0560224
1.6525879	2.0279720
1.6664733	1.9669421
1.6803588	1.9159892
1.6942443	1.9821918
1.7081298	1.9132791
1.7220153	1.9230769
1.7359007	1.8966887
1.7497862	2.0760000
1.7636717	1.9532468
1.7775572	1.9616909
1.7914426	2.0204342
1.8053281	2.0319693
1.8192136	1.9113111
1.8330991	1.7058824
1.8469846	1.8352060
1.8608700	1.7029703
1.8747555	1.7829840
1.8886410	1.8446363
1.9025265	1.7752126
1.9164120	1.9323671
1.9302974	1.8554361
1.9441829	1.7678781
1.9580684	1.8226190
1.9719539	1.8538283
1.9858394	1.8787879
1.9997248	1.9201389
2.0136103	1.7238205
2.0274958	1.8696655
2.0413813	1.7223476
2.0552668	1.7281879
2.0691522	1.8234637
2.0830377	1.9058050
2.0969232	1.7759563
2.1108087	1.9010989
2.1246941	1.7024705
2.1385796	1.7491857
2.1524651	1.8556150
2.1663506	1.8172157
2.1802361	1.8393617
2.1941215	1.7819706
2.2080070	1.7361257
2.2218925	1.8964103
2.2357780	1.9793814
2.2496635	1.8767821
2.2635489	1.8146640
2.2774344	1.9204893
2.2913199	1.9318413
2.3052054	1.8709360
2.3190909	1.8600000
2.3329763	1.9860140
2.3468618	1.9317739
2.3607473	1.8464567
2.3746328	1.9663785
2.3885183	2.0097087
2.4024037	1.8001903
2.4162892	1.9807692
2.4301747	1.7923445
2.4440602	1.8618421
2.4579457	1.9725639
2.4718311	1.9971591
2.4857166	1.9104340
2.4996021	1.9834101
2.5134876	1.9085923
2.5273730	1.9583710
2.5412585	2.0691538
2.5551440	2.0534283
2.5690295	2.0054397
2.5829150	1.9476486
2.5968004	1.9653025
2.6106859	1.9804444
2.6245714	1.9850484
2.6384569	2.0730435
2.6523424	1.9982441
2.6662278	2.1111111
2.6801133	2.1139896
2.6939988	2.0501730
2.7078843	2.1928934
2.7217698	2.2508591
2.7356552	2.1374172
2.7495407	2.0576760
2.7634262	2.2763158
2.7773117	2.3735441
2.7911972	2.3170530
2.8050826	2.4375510
2.8189681	2.4450773
2.8328536	2.4849226
2.8467391	2.4254633
2.8606245	2.6271324
2.8745100	2.5171588
2.8883955	2.4948207
2.9022810	2.7630104
2.9161665	2.6445830
2.9300519	2.7454545
2.9439374	2.8859581
2.9578229	2.9124031
2.9717084	3.0611929
2.9855939	2.9162791
2.9994793	3.1858679
3.0133648	3.2239382
3.0272503	3.2592313
3.0411358	3.5208491
3.0550213	3.5353383
3.0689067	3.7503771
3.0827922	3.9451128
3.0966777	4.2885318
3.1105632	5.1869369
3.1244487	10.004370
3.1383341	46.791667
3.1522196	105.83260
3.1661051	82.992733
3.1799906	22.343273
3.1938760	6.8567315
3.2077615	5.3583155
3.2216470	5.0468300
3.2355325	4.9355291
3.2494180	5.0156584
3.2633034	4.9950460
3.2771889	5.3074773
3.2910744	5.2536998
3.3049599	5.6648122
3.3188454	5.8683299
3.3327308	6.0089593
3.3466163	6.6602343
3.3605018	7.1801496
3.3743873	8.8865345
3.3882728	17.826294
3.4021582	93.436735
3.4160437	246.98925
3.4299292	223.99323
3.4438147	66.303476
3.4577002	14.606061
3.4715856	9.5089701
3.4854711	9.0104781
3.4993566	9.9986746
3.5132421	17.812378
3.5271276	36.433828
3.5410130	45.574316
3.5548985	44.044747
3.5687840	137.63490
3.5826695	409.84466
3.5965549	414.18857
3.6104404	135.79288
3.6243259	23.601776
3.6382114	10.851922
3.6520969	8.1476553
3.6659823	7.0905146
3.6798678	6.3375078
3.6937533	5.8363523
3.7076388	5.4232673
3.7215243	5.1246898
3.7354097	5.1022032
3.7492952	4.7222222
3.7631807	4.4213759
3.7770662	4.1894673
3.7909517	4.1931540
3.8048371	3.8386323
3.8187226	3.8463855
3.8326081	3.8398555
3.8464936	3.5667461
3.8603791	3.3167665
3.8742645	3.0846655
3.8881500	2.9348341
3.9020355	3.0035232
3.9159210	2.7771899
3.9298064	2.7763390
3.9436919	2.6783421
3.9575774	2.6947977
3.9714629	2.6258661
3.9853484	2.4481567
3.9992338	2.4683908
4.0131193	2.4316092
4.0270048	2.3288212
4.0408903	2.0683761
4.0547758	2.2064117
4.0686612	2.2272467
4.0825467	2.1667606
4.0964322	2.1404682
4.1103177	2.0295265
4.1242032	2.1027359
4.1380886	1.9761641
4.1519741	1.9161577
4.1658596	1.9430939
4.1797451	2.0206859
4.1936306	2.0423310
4.2075160	1.9052288
4.2214015	1.8569857
4.2352870	1.9180503
4.2491725	1.9088937
4.2630580	1.9129968
4.2769434	1.8151125
4.2908289	1.8041622
4.3047144	1.8076312
4.3185999	1.9188468
4.3324853	1.7937599
4.3463708	1.7310345
4.3602563	1.7708443
4.3741418	1.7172666
4.3880273	1.6926677
4.4019127	1.8383046
4.4157982	1.7219335
4.4296837	1.7389061
4.4435692	1.6866288
4.4574547	1.7690732
4.4713401	1.7297576
4.4852256	1.7501275
4.4991111	1.8337609
4.5129966	1.7482305
4.5268821	1.7396569
4.5407675	1.7854970
4.5546530	1.7919598
4.5685385	1.9436336
4.5824240	2.1289841
4.5963095	2.2575984
4.6101949	2.7581927
4.6240804	7.1776119
4.6379659	32.160971
4.6518514	66.563574
4.6657368	51.803835
4.6796223	15.608333
4.6935078	3.5911765
4.7073933	2.2899610
4.7212788	1.9932334
4.7351642	1.8844294
4.7490497	1.8279518
4.7629352	1.7697146
4.7768207	1.7380838
4.7907062	1.7964728
4.8045916	1.7008099
4.8184771	1.7504735
4.8323626	1.6378738
4.8462481	1.6376125
4.8601336	1.7288931
4.8740190	1.6380282
4.8879045	1.6567025
4.9017900	1.6134652
4.9156755	1.6688282
4.9295610	1.6514658
4.9434464	1.5594470
4.9573319	1.7295044
4.9712174	2.2313364
4.9851029	4.0857405
4.9989883	5.8606033
5.0128738	5.2246676
5.0267593	3.2697039
5.0406448	2.0823476
5.0545303	1.7391107
5.0684157	1.5809184
5.0823012	1.6337262
5.0961867	1.6399463
5.1100722	1.5929919
5.1239577	1.5824421
5.1378431	1.5642161
5.1517286	1.5858359
5.1656141	1.6504172
5.1794996	1.6106904
5.1933851	1.6884026
5.2072705	1.5971129
5.2211560	1.6631533
5.2350415	1.6592203
5.2489270	1.6050567
5.2628125	1.7215026
5.2766979	1.6269430
5.2905834	1.5908304
5.3044689	1.6898188
5.3183544	1.7150862
5.3322399	1.7124628
5.3461253	1.7776831
5.3600108	1.8066581
5.3738963	1.8366738
5.3877818	2.0033898
5.4016672	2.2332485
5.4155527	2.5989080
5.4294382	4.0307239
5.4433237	14.779418
5.4572092	42.158929
5.4710946	52.818747
5.4849801	27.199667
5.4988656	6.8029925
5.5127511	2.5369601
5.5266366	2.0004136
5.5405220	1.9975430
5.5544075	1.9255891
5.5682930	1.9153439
5.5821785	1.8529533
5.5960640	1.7673469
5.6099494	1.7373533
5.6238349	1.8719836
5.6377204	1.7183212
5.6516059	1.7853084
5.6654914	1.7467040
5.6793768	1.7983871
5.6932623	1.8220000
5.7071478	1.7450120
5.7210333	1.7258129
5.7349187	1.7819905
5.7488042	1.8127237
5.7626897	1.8416272
5.7765752	1.8636544
5.7904607	1.8659306
5.8043461	1.8352895
5.8182316	1.8727984
5.8321171	1.9091265
5.8460026	1.9094828
5.8598881	2.0342546
5.8737735	2.0530769
5.8876590	2.0629615
5.9015445	2.0401389
5.9154300	2.1224098
5.9293155	2.1913747
5.9432009	2.3784095
5.9570864	2.5564024
5.9709719	2.8955854
5.9848574	4.1618650
5.9987429	15.947668
6.0126283	52.892749
6.0265138	81.500571
6.0403993	55.159091
6.0542848	17.006035
6.0681702	4.2893363
6.0820557	3.0923077
6.0959412	3.4780179
6.1098267	5.0718563
6.1237122	6.3008882
6.1375976	5.7744807
6.1514831	4.0007396
6.1653686	2.9482440
6.1792541	2.4343808
6.1931396	2.3572474
6.2070250	2.2604091
6.2209105	2.3063690
6.2347960	2.2867056
6.2486815	2.2637162
6.2625670	2.2490076
6.2764524	2.7526373
6.2903379	4.5354046
6.3042234	8.3205776
6.3181089	9.8042059
6.3319944	6.2442232
6.3458798	3.3097631
6.3597653	2.6782890
6.3736508	2.6585974
6.3875363	2.9606017
6.4014218	3.3774718
6.4153072	6.4009200
6.4291927	22.595917
6.4430782	49.802902
6.4569637	53.589128
6.4708491	27.770010
6.4847346	8.2168717
6.4986201	4.7720768
6.5125056	9.8598882
6.5263911	28.122180
6.5402765	43.633056
6.5541620	33.759124
6.5680475	13.103770
6.5819330	4.0259426
6.5958185	2.7342513
6.6097039	2.4803015
6.6235894	2.3129088
6.6374749	2.2107776
6.6513604	2.2340353
